,title,magnitude,date_time,cdi,mmi,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,country
612,"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,26-12-2006 12:34,6,7,0,798,us,466,0.0,31.6,mwc,10.0,21.974,120.493,Taiwan
613,"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,26-12-2006 12:26,8,7,0,1023,us,744,0.0,29.1,mwb,10.0,21.799,120.547,Taiwan
616,"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,20-10-2006 10:48,5,6,0,732,us,444,0.0,53.4,mwc,23.0,-13.457,-76.677,Peru
617,"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,17-10-2006 01:25,5,6,0,692,us,533,0.0,15.6,mwc,32.0,-5.881,150.982,Papua New Guinea
618,"M 6.7 - 14 km SW of Puako, Hawaii",6.7,15-10-2006 17:07,8,9,0,1481,hv,43,0.0,124.0,md,38.182,19.877,-155.935,United States of America
620,"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,01-09-2006 10:18,0,6,0,711,us,459,0.0,28.4,mwb,38.0,-6.759,155.512,Papua New Guinea
621,"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,24-08-2006 21:50,0,6,0,650,us,700,0.0,47.4,mwb,43.0,51.148,157.522,Russia
622,"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,07-08-2006 22:18,5,5,0,713,us,551,0.0,26.2,mwb,150.0,-15.798,167.789,Vanuatu
624,"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,28-05-2006 03:12,0,6,0,650,us,477,0.0,20.3,mwc,34.0,-5.724,151.133,Papua New Guinea
625,"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,22-05-2006 11:12,0,7,0,670,us,548,0.0,28.0,mwc,19.0,60.772,165.743,Russia
629,"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,30-04-2006 21:40,7,7,0,653,us,282,0.0,46.3,mwc,12.0,-27.211,-71.056,Chile
630,"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,30-04-2006 19:17,6,7,0,696,us,277,0.0,25.6,mwb,12.0,-27.017,-71.022,Chile
631,"M 6.6 - 80 km E of Tilichiki, Russia",6.6,29-04-2006 16:58,0,8,0,670,us,645,0.0,28.4,mwc,11.0,60.491,167.516,Russia
632,"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,20-04-2006 23:25,0,8,0,889,us,579,0.0,18.5,mwc,22.0,60.949,167.089,Russia
634,"M 6.7 - 108 km W of Ambon, Indonesia",6.7,14-03-2006 06:57,0,7,0,691,us,306,0.0,21.3,mwb,30.1,-3.595,127.214,Indonesia
635,"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7.0,22-02-2006 22:19,5,9,0,891,us,412,0.0,23.2,mwb,11.0,-21.324,33.583,Mozambique
636,"M 6.7 - 26 km NE of Kýthira, Greece",6.7,08-01-2006 11:34,7,6,0,934,us,769,0.0,19.7,mwb,66.0,36.311,23.212,Greece
638,"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,12-12-2005 21:47,6,5,0,721,us,529,0.0,20.5,mwb,224.6,36.357,71.093,Afghanistan
639,"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,05-12-2005 12:19,5,7,0,744,us,561,0.0,20.0,mwc,22.0,-6.224,29.83,Tanzania
641,"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,19-11-2005 14:10,3,6,0,651,us,358,0.0,20.7,mwb,21.0,2.164,96.786,Indonesia
642,"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,17-11-2005 19:26,0,6,0,711,us,509,0.0,30.1,mwb,147.0,-22.361,-67.895,Bolivia
643,"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,08-10-2005 03:50,9,9,0,1267,us,724,0.0,21.1,mwc,26.0,34.539,73.588,Pakistan
644,"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,29-09-2005 15:50,0,6,0,670,us,402,0.0,17.7,mwc,25.0,-5.437,151.84,Papua New Guinea
645,"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,26-09-2005 01:55,8,7,0,1018,us,696,0.0,26.2,mwb,115.0,-5.678,-76.398,Peru
646,"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,09-09-2005 07:26,5,7,0,891,us,502,0.0,20.0,mwc,90.0,-4.539,153.474,Papua New Guinea
649,"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,05-07-2005 01:52,3,6,0,693,us,398,0.0,22.3,mwc,21.0,1.819,97.082,Indonesia
652,"M 7.8 - 102 km ENE of Iquique, Chile",7.8,13-06-2005 22:44,8,7,0,1020,us,714,0.0,16.1,mwb,115.6,-19.987,-69.197,Chile
653,"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,19-05-2005 01:54,5,7,0,740,us,635,0.0,26.0,mwc,30.0,1.989,97.041,Indonesia
654,"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,14-05-2005 05:05,6,5,0,731,us,695,0.0,20.9,mwb,34.0,0.587,98.459,Indonesia
655,"M 6.5 - 106 km SW of Padang, Indonesia",6.5,10-04-2005 11:14,3,6,0,657,us,478,0.0,21.2,mwc,30.0,-1.714,99.779,Indonesia
656,"M 6.7 - 113 km SW of Padang, Indonesia",6.7,10-04-2005 10:29,5,6,0,717,us,656,0.0,21.2,mwc,19.0,-1.644,99.607,Indonesia
657,"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,28-03-2005 16:09,0,8,0,1138,official,510,0.0,22.1,mww,30.0,2.085,97.108,Indonesia
658,"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,20-03-2005 01:53,8,7,0,805,us,401,0.0,22.9,mwc,10.0,33.807,130.131,Japan
659,M 7.1 - Banda Sea,7.1,02-03-2005 10:42,0,5,0,776,us,569,0.0,18.1,mwb,201.7,-6.527,129.933,Indonesia
660,"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,26-02-2005 12:56,0,6,0,711,us,444,0.0,33.8,mwb,36.0,2.908,95.592,Indonesia
661,"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,19-02-2005 00:04,0,7,0,650,us,371,0.0,31.8,mwb,10.0,-5.562,122.129,Indonesia
662,"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,15-02-2005 14:42,3,5,0,652,us,286,0.0,47.3,mwc,39.7,4.756,126.421,Indonesia
663,"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,08-02-2005 14:48,0,4,0,691,us,457,0.0,30.2,mwb,206.3,-14.252,167.259,Vanuatu
668,M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,26-12-2004 00:58,0,8,0,1274,official,601,0.0,22.0,mw,30.0,3.295,95.982,Indonesia
671,"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,06-12-2004 14:15,4,7,0,724,us,759,0.0,23.6,mwb,35.0,42.9,145.228,Japan
672,"M 7.0 - 51 km SW of Nemuro, Japan",7.0,28-11-2004 18:32,4,7,0,771,us,929,0.0,23.9,mwb,39.0,43.006,145.119,Japan
673,"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,26-11-2004 02:25,0,7,0,776,us,439,0.0,28.8,mwc,10.0,-3.609,135.404,Indonesia
675,"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,15-11-2004 09:06,8,8,0,820,us,708,0.0,50.2,mwb,15.0,4.695,-77.508,Colombia
676,"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,11-11-2004 21:26,5,7,0,870,us,301,0.0,33.8,mwc,10.0,-8.152,124.868,Indonesia
679,"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,23-10-2004 08:56,0,8,0,670,us,782,0.0,37.0,mwc,16.0,37.226,138.779,Japan
682,"M 6.5 - 9 km W of Talisay, Philippines",6.5,08-10-2004 14:36,5,5,0,665,us,526,0.0,18.3,mwb,105.0,13.925,120.534,Philippines
683,"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,08-10-2004 08:27,0,6,0,711,us,545,0.0,15.7,mwb,36.0,-10.951,162.161,Solomon Islands
687,"M 6.5 - 67 km ESE of Teno, Chile",6.5,28-08-2004 13:41,0,7,0,650,us,349,0.0,30.1,mwb,5.0,-35.173,-70.525,Chile
688,"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,28-07-2004 03:56,0,7,0,650,us,305,0.0,39.0,mwc,13.4,-0.443,133.091,Indonesia
689,"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,10-06-2004 15:19,0,5,0,732,us,798,0.0,31.2,mwb,188.6,55.682,160.003,Russia
690,"M 6.6 - 11 km N of Cañete, Chile",6.6,03-05-2004 04:36,0,7,0,670,us,282,0.0,46.9,mwb,21.0,-37.695,-73.406,Chile
691,"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,23-04-2004 01:50,0,5,0,691,us,386,0.0,27.6,mwb,65.8,-9.362,122.839,Indonesia
692,"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,09-04-2004 15:23,0,4,0,650,us,424,0.0,29.9,mwb,228.4,-13.174,167.198,Vanuatu
693,M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,05-04-2004 21:24,0,4,0,670,us,728,0.0,18.3,mwb,187.1,36.512,71.029,Afghanistan
694,"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,08-02-2004 08:58,0,7,0,691,us,256,0.0,33.3,mwc,25.7,-3.665,135.339,Indonesia
695,"M 7.3 - Near the south coast of Papua, Indonesia",7.3,07-02-2004 02:42,0,7,0,820,us,390,0.0,23.0,mwb,10.0,-4.003,135.023,Indonesia
696,"M 7.0 - 28 km S of Nabire, Indonesia",7.0,05-02-2004 21:05,0,7,0,754,us,367,0.0,33.0,mwc,16.6,-3.615,135.538,Indonesia
697,"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,28-01-2004 22:15,0,6,0,691,us,243,0.0,42.5,mwb,17.4,-3.12,127.4,Indonesia
699,"M 6.6 - 13 km SSW of Bam, Iran",6.6,26-12-2003 01:56,0,9,0,670,us,552,0.0,44.8,mwc,10.0,28.995,58.311,Iran
700,"M 6.5 - 3 km SSE of Progreso, Panama",6.5,25-12-2003 07:11,0,6,0,650,us,405,0.0,48.4,mwb,33.0,8.416,-82.824,Panama
701,"M 6.5 - 10 km NE of San Simeon, California",6.5,22-12-2003 19:15,7,9,0,1390,nc,65,0.04685,71.0,mw,8.382,35.7005,-121.101,United States of America
702,"M 6.8 - 92 km E of Yujing, Taiwan",6.8,10-12-2003 04:38,0,7,0,711,us,447,0.0,27.7,mwb,10.0,23.039,121.362,Taiwan
703,"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,25-11-2003 20:19,0,6,0,670,us,384,0.0,25.1,mwb,35.0,-5.581,150.88,Papua New Guinea
704,"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,18-11-2003 17:14,0,6,0,650,us,487,0.0,45.9,mwb,35.0,12.025,125.416,Philippines
708,"M 6.7 - 9 km S of Aktash, Russia",6.7,01-10-2003 01:03,0,7,0,691,us,643,0.0,24.5,mwb,10.0,50.211,87.721,Russia
710,"M 7.3 - 29 km S of Aktash, Russia",7.3,27-09-2003 11:33,0,7,0,820,us,667,0.0,24.5,mwb,16.0,50.038,87.813,Russia
713,"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,21-09-2003 18:16,0,7,0,670,us,518,0.0,24.7,mwb,10.0,19.917,95.672,Myanmar
714,"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,21-08-2003 12:12,0,7,0,798,us,428,0.0,17.5,mwc,28.0,-45.104,167.144,New Zealand
715,M 7.6 - Scotia Sea,7.6,04-08-2003 04:37,0,6,0,889,us,315,0.0,25.2,mwc,10.0,-60.532,-43.411,United Kingdom of Great Britain and Northern Ireland (the)
716,"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,15-07-2003 18:46,0,6,0,650,us,156,0.0,31.4,mwb,33.0,-3.828,152.174,Papua New Guinea
717,"M 6.8 - 42 km W of Ovalle, Chile",6.8,20-06-2003 13:30,0,7,0,711,us,398,0.0,39.1,mwc,33.0,-30.608,-71.637,Chile
718,"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,16-06-2003 22:08,0,5,0,732,us,733,0.0,26.7,mwb,174.8,55.492,159.999,Russia
719,"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,07-06-2003 00:32,0,6,0,670,us,419,0.0,27.8,mwc,33.0,-5.095,152.502,Papua New Guinea
720,"M 7.0 - 116 km NE of Tobelo, Indonesia",7.0,26-05-2003 19:23,0,6,0,754,us,473,0.0,30.3,mwc,31.0,2.354,128.855,Indonesia
721,"M 7.0 - 27 km SSW of ?funato, Japan",7.0,26-05-2003 09:24,0,7,0,754,us,690,0.0,19.1,mwb,68.0,38.849,141.568,Japan
722,"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,21-05-2003 18:44,0,9,0,711,us,534,0.0,19.4,mwc,12.0,36.964,3.634,Algeria
723,"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,25-03-2003 02:53,0,7,0,650,us,247,0.0,28.7,mwc,33.0,-8.294,120.743,Indonesia
724,"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,11-03-2003 07:27,0,7,0,711,us,431,0.0,38.4,mwc,40.2,-4.694,153.238,Papua New Guinea
725,"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,22-01-2003 02:06,0,7,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.104,Mexico
729,"M 6.7 - New Ireland region, Papua New Guinea",6.7,12-12-2002 08:30,0,6,0,691,us,453,0.0,0.0,mwb,34.0,-4.786,153.275,Papua New Guinea
730,"M 7.9 - 75 km E of Cantwell, Alaska",7.9,03-11-2002 22:12,8,9,0,1750,ak,0,0.0,0.0,mw,4.2,63.5141,-147.453,United States of America
731,"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,02-11-2002 01:26,0,7,0,842,us,418,0.0,0.0,mwb,30.0,2.824,96.085,Indonesia
732,"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,23-10-2002 11:27,0,7,0,670,ak,0,0.0,0.0,mw,4.2,63.5144,-147.912,United States of America
733,"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,10-10-2002 12:28,0,7,0,691,us,250,0.0,0.0,ms,10.0,-1.511,133.973,Indonesia
734,"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,10-10-2002 10:50,0,7,0,889,us,375,0.0,0.0,mwc,10.0,-1.757,134.297,Indonesia
735,"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,13-09-2002 22:28,0,6,0,650,us,646,0.0,0.0,mwc,21.0,13.036,93.068,India
736,"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,08-09-2002 18:44,0,7,0,889,us,428,0.0,0.0,mwc,13.0,-3.302,142.945,Papua New Guinea
738,"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,31-07-2002 00:16,0,7,0,650,us,533,0.0,0.0,mwc,10.0,7.929,-82.793,Panama
739,"M 6.5 - 59 km SSW of Abhar, Iran",6.5,22-06-2002 02:58,0,8,0,650,us,555,0.0,0.0,mwc,10.0,35.626,49.047,Iran
740,"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,18-06-2002 13:56,0,7,0,670,us,420,0.0,0.0,mwb,54.0,-30.805,-71.124,Chile
742,"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,26-04-2002 16:06,0,7,0,776,us,257,0.0,0.0,mwc,85.7,13.088,144.619,United States of America
743,"M 6.7 - 31 km SW of Copiapó, Chile",6.7,18-04-2002 16:08,0,7,0,691,us,462,0.0,0.0,mwb,62.0,-27.535,-70.586,Chile
746,"M 6.5 - 107 km NE of Calama, Chile",6.5,28-03-2002 04:56,0,5,0,650,us,486,0.0,0.0,mwc,125.1,-21.663,-68.329,Chile
747,"M 7.5 - Mindanao, Philippines",7.5,05-03-2002 21:16,0,7,0,865,us,321,0.0,0.0,mwc,31.0,6.033,124.249,Philippines
748,"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,03-03-2002 12:08,0,5,0,842,us,138,0.0,0.0,mwc,225.6,36.502,70.482,Afghanistan
749,"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,05-02-2002 13:27,0,6,0,670,us,444,0.0,0.0,mwc,39.0,-5.345,151.248,Papua New Guinea
750,"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,03-02-2002 07:11,0,7,0,650,us,482,0.0,0.0,mwc,5.0,38.573,31.271,Turkey
751,"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,10-01-2002 11:14,0,8,0,691,us,333,0.0,0.0,mwc,11.0,-3.212,142.427,Papua New Guinea
752,"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,03-01-2002 10:17,0,6,0,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,Vanuatu
753,"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,02-01-2002 17:22,0,6,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.856,Vanuatu
754,"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,23-12-2001 22:52,0,7,0,711,us,385,0.0,0.0,mwc,16.0,-9.613,159.53,Solomon Islands
756,"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,02-12-2001 13:01,0,5,0,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,Japan
757,"M 7.8 - Southern Qinghai, China",7.8,14-11-2001 09:26,0,9,0,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,People's Republic of China
758,"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,31-10-2001 09:10,0,7,0,754,us,254,0.0,0.0,mwc,33.0,-5.912,150.196,Papua New Guinea
759,"M 7.5 - 155 km E of Kendari, Indonesia",7.5,19-10-2001 03:28,0,6,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,Indonesia
761,"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,11-09-2001 14:56,0,6,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,Indonesia
762,"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,28-07-2001 07:32,6,6,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,United States of America
763,"M 6.5 - 32 km WNW of Skýros, Greece",6.5,26-07-2001 00:21,0,8,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,Greece
764,"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,07-07-2001 09:38,0,7,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,Peru
765,"M 6.6 - 31 km S of Achanizo, Peru",6.6,05-07-2001 13:53,0,7,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,Peru
766,"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,26-06-2001 04:18,0,6,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,Peru
767,"M 8.4 - 6 km SSW of Atico, Peru",8.4,23-06-2001 20:33,0,8,0,1086,official,518,0.0,0.0,mww,33.0,-16.265,-73.641,Peru
768,"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,19-04-2001 21:43,0,6,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,Solomon Islands
769,"M 6.8 - 16 km SSW of Kure, Japan",6.8,24-03-2001 06:27,0,7,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,Japan
770,"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,19-03-2001 05:52,0,6,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,Indonesia
771,"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,28-02-2001 18:54,7,7,0,1441,uw,67,0.0,31.0,md,51.798,47.149,-122.727,United States of America
772,"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,24-02-2001 07:23,0,7,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,Indonesia
773,"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,13-02-2001 19:28,0,6,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,Indonesia
774,"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,13-02-2001 14:22,0,8,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,El Salvador
775,"M 7.7 - 17 km NW of Bhach?u, India",7.7,26-01-2001 03:16,0,9,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,India
776,"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,16-01-2001 13:25,0,6,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,Indonesia
779,"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,09-01-2001 16:49,0,7,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,Vanuatu
781,"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,01-01-2001 06:57,0,7,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,Philippines
